#plumer1 3.2e+11 Msun, scale 5 kpc
#plumer2 3.2e+09 Msun, scale 0.5 kpc
0	150	0.0143831	0.5
1	149.989	0.014383	0.5
2	149.978	0.014383	0.5
3	149.966	0.014383	0.499999
4	149.955	0.014383	0.499999
5	149.944	0.014383	0.499999
6	149.932	0.014383	0.499999
7	149.921	0.014383	0.499999
8	149.909	0.014383	0.499999
9	149.898	0.014383	0.499999
10	149.886	0.0143829	0.499999
11	149.874	0.0143829	0.499998
12	149.863	0.0143829	0.499998
13	149.851	0.0143829	0.499998
14	149.839	0.0143829	0.499998
15	149.827	0.0143829	0.499998
16	149.815	0.0143829	0.499998
17	149.803	0.0143829	0.499998
18	149.791	0.0143829	0.499997
19	149.778	0.0143828	0.499997
20	149.766	0.0143828	0.499997
21	149.754	0.0143828	0.499997
22	149.741	0.0143828	0.499997
23	149.729	0.0143828	0.499997
24	149.716	0.0143828	0.499997
25	149.704	0.0143828	0.499997
26	149.691	0.0143828	0.499996
27	149.678	0.0143828	0.499996
28	149.666	0.0143827	0.499996
29	149.653	0.0143827	0.499996
30	149.64	0.0143827	0.499996
31	149.627	0.0143827	0.499996
32	149.614	0.0143827	0.499996
33	149.601	0.0143827	0.499995
34	149.588	0.0143827	0.499995
35	149.575	0.0143827	0.499995
36	149.561	0.0143827	0.499995
37	149.548	0.0143826	0.499995
38	149.535	0.0143826	0.499995
39	149.521	0.0143826	0.499995
40	149.508	0.0143826	0.499995
41	149.494	0.0143826	0.499994
42	149.48	0.0143826	0.499994
43	149.467	0.0143826	0.499994
44	149.453	0.0143826	0.499994
45	149.439	0.0143826	0.499994
46	149.425	0.0143825	0.499994
47	149.411	0.0143825	0.499994
48	149.397	0.0143825	0.499993
49	149.383	0.0143825	0.499993
50	149.369	0.0143825	0.499993
51	149.355	0.0143825	0.499993
52	149.341	0.0143825	0.499993
53	149.326	0.0143825	0.499993
54	149.312	0.0143825	0.499993
55	149.297	0.0143824	0.499992
56	149.283	0.0143824	0.499992
57	149.268	0.0143824	0.499992
58	149.254	0.0143824	0.499992
59	149.239	0.0143824	0.499992
60	149.224	0.0143824	0.499992
61	149.209	0.0143824	0.499992
62	149.194	0.0143824	0.499992
63	149.18	0.0143824	0.499991
64	149.165	0.0143823	0.499991
65	149.149	0.0143823	0.499991
66	149.134	0.0143823	0.499991
67	149.119	0.0143823	0.499991
